Time,T_el,T_ph
0.0,150.0,150.0
0.0001,150.0000004673241,150.00000000000082
0.0002,150.00000096805317,150.000000000003
0.00030000000000000003,150.0000015490069,150.0000000000063
0.0004,150.00000221755755,150.00000000001057
0.0005,150.00000293411387,150.0000000000161
0.0006000000000000001,150.00000362626642,150.00000000002328
0.0007000000000000001,150.00000421545062,150.00000000003263
0.0008,150.00000464698456,150.00000000004445
0.0009,150.00000491433778,150.00000000005878
0.001,150.00000506848775,150.00000000007532
0.0011,150.00000520322067,150.00000000009348
0.0012000000000000001,150.00000540723855,150.00000000011272
0.0013,150.0000056912722,150.00000000013293
0.0014000000000000002,150.0000059914158,150.0000000001545
0.0015,150.00000628029585,150.00000000017758
0.0016,150.00000659397784,150.000000000202
0.0017000000000000001,150.00000697995486,150.0000000002275
0.0018,150.0000074363848,150.00000000025403
0.0019000000000000002,150.0000079044103,150.00000000028194
0.002,150.0000083489799,150.00000000031153
0.0021000000000000003,150.00000878587898,150.00000000034262
0.0022,150.00000921956553,150.00000000037522
0.0023000000000000004,150.00000964114776,150.00000000040936
0.0024000000000000002,150.0000100463154,150.0000000004451
0.0025,150.00001044561208,150.00000000048237
0.0026,150.000010849799,150.00000000052114
0.0027,150.00001125656183,150.00000000056136
0.0028000000000000004,150.00001166480953,150.0000000006031
0.0029000000000000002,150.0000120768798,150.00000000064634
0.003,150.00001249452703,150.00000000069107
0.0031,150.00001291591556,150.00000000073732
0.0032,150.0000133381593,150.00000000078506
0.0033000000000000004,150.00001376192566,150.00000000083438
0.0034000000000000002,150.00001418796262,150.0000000008852
0.0035,150.00001461544747,150.00000000093758
0.0036,150.0000150432742,150.00000000099152
0.0037,150.00001547162137,150.00000000104703
0.0038000000000000004,150.00001590201038,150.00000000110413
0.0039000000000000003,150.00001633496407,150.00000000116276
0.004,150.00001676971394,150.00000000122301
0.0041,150.00001720642578,150.00000000128483
0.004200000000000001,150.00001764615578,150.00000000134827
0.0043,150.0000180897261,150.0000000014133
0.0044,150.00001853678793,150.00000000147992
0.0045,150.00001898622463,150.0000000015482
0.004600000000000001,150.00001943810003,150.0000000016181
0.0047,150.00001989325142,150.00000000168964
0.0048000000000000004,150.00002035146733,150.00000000176283
0.004900000000000001,150.0000208117424,150.00000000183772
0.005,150.00002127341617,150.00000000191426
0.0051,150.0000217370393,150.0000000019925
0.0052,150.00002220387418,150.00000000207245
0.005300000000000001,150.0000226739187,150.00000000215408
0.0054,150.0000231464174,150.00000000223747
0.0055,150.00002362173132,150.00000000232257
0.005600000000000001,150.00002410103838,150.00000000240942
0.0057,150.000024585123,150.00000000249798
0.0058000000000000005,150.00002507348287,150.00000000258834
