Time,T_el,T_ph
0.0,100.0,100.0
0.0001,100.00000117018274,100.00000000000264
0.0002,100.00000246992053,100.00000000000975
0.00030000000000000003,100.00000395392453,100.00000000002086
0.0004,100.00000542373313,100.00000000003698
0.0005,100.00000659474988,100.00000000005957
0.0006000000000000001,100.00000735701212,100.00000000008919
0.0007000000000000001,100.00000791587239,100.00000000012467
0.0008,100.00000860190536,100.00000000016416
0.0009000000000000001,100.0000094247044,100.00000000020755
0.001,100.00001028581264,100.0000000002553
0.0011,100.00001122203143,100.00000000030722
0.0012000000000000001,100.0000122043171,100.00000000036347
0.0013000000000000002,100.00001316919463,100.00000000042434
0.0014000000000000002,100.00001412471565,100.00000000048975
0.0015,100.00001506672837,100.00000000055974
0.0016,100.0000159994806,100.00000000063426
0.0017000000000000001,100.00001693163878,100.00000000071327
0.0018000000000000002,100.00001786221158,100.00000000079676
0.0019000000000000002,100.00001879386963,100.00000000088471
0.002,100.00001972698934,100.00000000097711
0.0021000000000000003,100.00002065943264,100.000000001074
0.0022,100.00002159254576,100.00000000117534
0.0023000000000000004,100.00002252554206,100.00000000128117
0.0024000000000000002,100.00002345740927,100.00000000139147
0.0025,100.00002439016794,100.00000000150625
0.0026000000000000003,100.0000253241907,100.00000000162551
0.0027,100.00002625928477,100.00000000174927
0.0028000000000000004,100.00002719776886,100.00000000187752
0.0029000000000000002,100.00002814015359,100.00000000201027
0.003,100.0000290846473,100.00000000214754
0.0031000000000000003,100.0000300324735,100.00000000228935
0.0032,100.00003098331304,100.0000000024357
0.0033000000000000004,100.0000319350706,100.00000000258662
0.0034000000000000002,100.00003288892195,100.0000000027421
0.0035,100.00003384670228,100.0000000029022
0.0036000000000000003,100.00003480728388,100.0000000030669
0.0037,100.00003577248339,100.00000000323622
0.0038000000000000004,100.00003674407635,100.00000000341018
0.0039000000000000003,100.00003772010076,100.0000000035888
0.004,100.00003870049024,100.00000000377212
0.0041,100.0000396859228,100.00000000396012
0.004200000000000001,100.0000406744609,100.00000000415288
0.0043,100.00004166630004,100.00000000435038
0.0044,100.00004266355471,100.00000000455267
0.0045000000000000005,100.00004366548787,100.00000000475977
0.004600000000000001,100.00004467306316,100.00000000497168
0.0047,100.00004568781956,100.00000000518844
0.0048000000000000004,100.00004669998559,100.00000000541
